2026-09-10 11:46:44 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\Framework.NFe.Wsdl.dll.deploy
2026-09-10 11:46:44 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\MailKit.dll.deploy
2026-09-10 11:46:44 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\Microsoft.Extensions.Logging.Abstractions.dll.deploy
2026-09-10 11:46:44 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\MimeKit.dll.deploy
2026-09-10 11:46:44 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\Newtonsoft.Json.dll.deploy
2026-09-10 11:46:44 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\NPOI.dll.deploy
2026-09-10 11:46:44 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\NPOI.OOXML.dll.deploy
2026-09-10 11:46:44 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\NPOI.OpenXml4Net.dll.deploy
2026-09-10 11:46:44 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\NPOI.OpenXmlFormats.dll.deploy
2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\OuroNet.Client.WinService.Business.dll.deploy
2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\OuroNet.Server.Common.dll.deploy
2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\OuroNet.Server.Entities.dll.deploy
