2026-09-11 12:03:50 | INFO    | PipelineLogger.write | PIPELINE EXECUTE | project_id=EmailTracking | environment_id=production | version='10.4.8' | revision=0 | publication_mode='local'
2026-09-11 12:03:52 | INFO    | PipelineLogger.write | PIPELINE USE CASE | project_id=EmailTracking | environment_id=production | version='10.4.8' | revision=0 | publication_mode='local'
2026-09-11 12:03:52 | INFO    | PipelineLogger.write | VALIDAÇÃO DO PROJETO
2026-09-11 12:03:52 | INFO    | PipelineLogger.write | Project ID........: EmailTracking
2026-09-11 12:03:52 | INFO    | PipelineLogger.write | Project Path......: 02-Source\01-Client\OuroNet.Client.WinService.Email\OuroNet.Client.WinService.Email.csproj
2026-09-11 12:03:53 | INFO    | PipelineLogger.write | Workspace Root....: C:\DvpLocal\WorkSpaceTFS\OuroNet\Scc\Producao\OuroNet
2026-09-11 12:03:53 | INFO    | PipelineLogger.write | Project File......: C:\DvpLocal\WorkSpaceTFS\OuroNet\Scc\Producao\OuroNet\02-Source\01-Client\OuroNet.Client.WinService.Email\OuroNet.Client.WinService.Email.csproj
2026-09-11 12:03:54 | ERROR   | PipelineLogger.write | VALIDAÇÃO DO PROJETO - FALHA | Arquivo do projeto não encontrado no Workspace. Project ID: 'EmailTracking'. Project Path: '02-Source\01-Client\OuroNet.Client.WinService.Email\OuroNet.Client.WinService.Email.csproj'. Caminho resolvido: 'C:\DvpLocal\WorkSpaceTFS\OuroNet\Scc\Producao\OuroNet\02-Source\01-Client\OuroNet.Client.WinService.Email\OuroNet.Client.WinService.Email.csproj'.
2026-09-11 12:03:54 | ERROR   | PipelineLogger.write | PIPELINE EXECUTE ERROR | project_id=EmailTracking | environment_id=production | version='10.4.8' | revision=0 | publication_mode='local' | error=Arquivo do projeto não encontrado no Workspace. Project ID: 'EmailTracking'. Project Path: '02-Source\01-Client\OuroNet.Client.WinService.Email\OuroNet.Client.WinService.Email.csproj'. Caminho resolvido: 'C:\DvpLocal\WorkSpaceTFS\OuroNet\Scc\Producao\OuroNet\02-Source\01-Client\OuroNet.Client.WinService.Email\OuroNet.Client.WinService.Email.csproj'.
